Spice_Type,Adulterant_Type,Adulteration_Level,Moisture,Ash_Content,Acid_Insoluble_Ash,Volatile_Oil,Protein,Fiber,Color_Intensity,Density,pH,Electrical_Conductivity,Is_Adulterated
Ginger,None,0.0,3.51,3.42,0.96,0.5,8.8,17.52,84.39,0.322,5.19,0.261,0
Paprika,None,0.0,5.02,2.64,0.18,1.05,8.09,11.11,77.06,0.318,5.66,0.248,0
Black Pepper,Capsicum,9.554032989301028,6.73,2.5,0.82,0.17,11.01,10.82,64.86,0.361,5.59,0.22,1
Chili Powder,None,0.0,4.81,1.13,0.66,1.07,11.03,15.98,83.32,0.427,5.21,0.13,0
Paprika,None,0.0,4.62,3.67,0.93,0.18,11.83,11.92,73.63,0.37,5.75,0.446,0
Paprika,None,0.0,3.0,3.53,0.73,1.15,13.15,13.98,65.68,0.401,5.98,0.287,0
Chili Powder,None,0.0,5.69,2.76,0.1,1.42,13.34,13.58,66.06,0.342,5.28,0.395,0
Chili Powder,None,0.0,4.51,2.78,0.41,0.1,9.78,18.04,57.16,0.333,5.34,0.169,0
Ginger,None,0.0,5.41,4.92,0.83,1.08,10.85,16.41,72.32,0.318,5.63,0.176,0
Cumin,Small Broken Rice,6.685993156164772,4.97,1.37,1.34,0.1,10.59,8.66,84.94,0.405,4.93,0.202,1
Turmeric,None,0.0,3.0,2.92,0.69,0.4,8.24,16.5,72.36,0.328,5.21,0.266,0
Chili Powder,Artificial Color,40.20787069574876,4.46,1.16,2.23,0.1,8.33,14.01,85.48,0.597,5.16,0.515,1
Ginger,None,0.0,3.39,2.81,0.1,1.05,8.72,12.12,78.5,0.32,5.72,0.347,0
Chili Powder,None,0.0,6.02,4.19,0.68,2.12,8.34,12.26,78.49,0.394,5.52,0.119,0
Cumin,None,0.0,6.62,3.01,0.58,0.65,7.76,15.24,77.39,0.324,5.9,0.246,0
Ginger,Bean Powder,35.99568484252537,6.82,1.65,2.25,0.1,10.86,21.49,69.19,0.544,5.36,0.451,1
Cinnamon,Walnut Shell,43.41381583674045,3.93,1.45,1.76,0.1,11.94,12.02,73.17,0.582,5.44,0.367,1
Chili Powder,Artificial Color,23.84207602540428,4.14,2.09,1.63,0.1,8.99,14.94,89.73,0.516,6.03,0.179,1
Cumin,Grass Seeds,50.569339050617124,5.96,2.25,2.92,0.1,10.9,16.06,57.25,0.571,5.86,0.49,1
Cinnamon,None,0.0,4.01,4.12,0.8,1.66,12.53,16.39,70.74,0.412,5.35,0.215,0
Paprika,None,0.0,3.0,2.12,0.26,1.53,11.36,16.73,81.53,0.469,5.58,0.435,0
Chili Powder,Sawdust,18.3304746033098,5.94,1.88,0.84,0.1,7.75,17.58,53.06,0.441,4.87,0.444,1
Black Pepper,None,0.0,4.61,2.61,1.12,1.91,10.56,14.62,64.6,0.361,5.26,0.131,0
Paprika,Seed Cake,50.19874435060267,6.74,3.23,2.78,0.1,12.52,18.53,62.18,0.625,5.83,0.466,1
Cumin,None,0.0,7.42,3.06,0.68,1.78,12.52,11.44,60.88,0.296,5.48,0.155,0
Black Pepper,Papaya Seeds,40.37108422997675,6.15,1.3,1.96,0.1,8.3,14.97,66.46,0.495,4.91,0.17,1
Turmeric,None,0.0,4.44,2.1,0.68,1.21,12.27,15.89,61.82,0.42,5.6,0.299,0
Turmeric,None,0.0,5.68,4.0,0.53,1.11,8.82,14.49,71.32,0.376,5.53,0.05,0
Turmeric,Metanil Yellow,66.86598487128484,7.85,1.0,3.06,0.1,10.13,14.61,42.33,0.664,5.62,0.651,1
Chili Powder,None,0.0,5.49,3.72,0.98,0.1,7.71,15.54,95.3,0.312,5.27,0.221,0
Black Pepper,None,0.0,4.63,2.8,0.35,0.48,10.69,12.13,77.84,0.335,5.34,0.153,0
Ginger,Bean Powder,24.501287899717706,8.73,3.72,1.53,0.1,9.38,12.86,78.71,0.416,5.09,0.278,1
Chili Powder,None,0.0,5.39,4.35,0.32,1.09,8.61,16.92,55.7,0.336,5.34,0.18,0
Turmeric,None,0.0,4.62,4.48,0.46,0.36,10.12,14.83,71.82,0.286,5.21,0.273,0
Chili Powder,None,0.0,4.76,5.03,0.64,0.78,9.31,12.7,75.2,0.31,5.22,0.23,0
Turmeric,None,0.0,3.0,3.71,1.11,1.16,7.83,19.24,81.86,0.319,5.79,0.115,0
Cumin,None,0.0,5.74,2.86,0.54,0.1,9.92,13.08,65.4,0.34,5.38,0.393,0
Cinnamon,None,0.0,3.0,3.02,0.54,1.33,9.55,14.95,55.88,0.353,5.95,0.317,0
Cumin,Grass Seeds,56.92548117617258,4.63,2.76,2.73,0.1,9.25,19.26,64.09,0.628,5.95,0.637,1
Cumin,None,0.0,6.3,2.11,0.33,0.77,9.23,16.81,75.97,0.331,5.46,0.264,0
Ginger,None,0.0,6.11,1.0,0.3,1.43,9.42,12.36,56.49,0.342,4.58,0.15,0
Turmeric,None,0.0,3.18,1.46,0.36,1.23,8.12,15.09,59.22,0.28,5.36,0.349,0
Turmeric,Lead Chromate,67.57058991540565,9.61,1.27,3.64,0.1,12.11,14.61,67.17,0.637,6.15,0.718,1
Cumin,None,0.0,6.2,2.07,0.62,1.54,12.67,15.3,72.41,0.323,6.06,0.135,0
Turmeric,Chalk Powder,12.474969232888556,6.93,4.62,0.48,0.1,9.9,16.28,73.91,0.448,5.14,0.122,1
Chili Powder,Talc,48.83087146305455,4.0,1.87,2.61,0.1,11.11,14.38,50.88,0.49,6.11,0.419,1
Cumin,None,0.0,3.1,3.02,0.87,1.58,11.9,13.41,59.14,0.35,5.72,0.324,0
Cinnamon,Hazelnut,51.99396362219617,6.16,2.73,2.79,0.1,9.43,16.15,48.66,0.602,5.23,0.435,1
Paprika,Annatto,59.78578162670576,5.83,1.0,2.8,0.1,11.6,20.37,67.5,0.651,5.28,0.641,1
Turmeric,None,0.0,6.49,2.94,0.16,1.81,9.99,15.46,65.72,0.334,5.73,0.142,0
Cinnamon,None,0.0,5.89,1.0,1.16,1.91,8.87,10.61,50.37,0.284,5.55,0.069,0
Ginger,None,0.0,4.27,3.41,0.7,0.66,11.37,12.64,61.99,0.312,5.37,0.409,0
Chili Powder,None,0.0,5.49,2.41,0.47,0.96,10.24,11.91,56.99,0.315,5.63,0.2,0
Black Pepper,None,0.0,7.13,4.5,0.25,1.0,10.09,18.98,59.43,0.351,5.91,0.107,0
Cumin,None,0.0,3.0,4.63,0.43,2.53,12.66,14.96,80.01,0.252,5.88,0.473,0
Paprika,Pedicel,21.824398211783613,4.5,3.03,0.91,0.57,9.34,12.0,53.71,0.445,5.2,0.383,1
Paprika,Potato,39.476528021881585,5.16,1.78,2.01,0.1,10.71,14.35,70.48,0.487,5.45,0.202,1
Cumin,None,0.0,7.34,2.59,0.68,1.11,10.87,13.55,87.24,0.342,5.75,0.261,0
Cinnamon,Peanut Shell,18.151083493719376,3.0,4.24,0.97,0.1,11.88,12.08,77.35,0.532,5.34,0.4,1
Ginger,None,0.0,5.86,2.9,0.39,0.61,8.62,15.02,76.55,0.225,5.74,0.446,0
Turmeric,None,0.0,4.45,4.82,0.54,1.29,9.5,17.02,63.54,0.345,5.36,0.336,0
Cinnamon,None,0.0,5.68,2.43,0.92,1.9,5.9,17.51,61.72,0.251,5.79,0.377,0
Cinnamon,Corn Bran,24.4719141103261,5.23,2.13,1.32,0.32,9.2,14.54,74.2,0.511,6.01,0.354,1
Cumin,Small Broken Rice,36.76401353631275,9.22,2.22,2.4,0.1,12.43,16.71,69.94,0.517,6.1,0.47,1
Ginger,None,0.0,3.0,2.64,0.31,1.32,10.39,11.98,79.78,0.434,5.08,0.231,0
Cinnamon,None,0.0,3.6,4.61,0.5,0.1,9.56,15.38,71.49,0.408,5.28,0.17,0
Ginger,Wheat Flour,47.06239390879531,5.87,1.21,2.37,0.1,9.59,11.15,61.84,0.518,5.9,0.373,1
Turmeric,Starch,34.859469694851725,3.98,2.41,1.46,0.1,8.4,13.98,72.97,0.482,5.62,0.556,1
Cinnamon,Walnut Shell,45.829325925835235,7.74,3.01,2.41,0.1,7.18,18.66,60.92,0.587,5.67,0.776,1
Paprika,None,0.0,3.07,3.49,0.49,1.08,7.4,16.4,76.82,0.382,5.63,0.05,0
Chili Powder,None,0.0,7.46,2.59,0.16,1.12,9.24,16.52,63.68,0.357,5.93,0.232,0
Ginger,Wheat Flour,36.6181748082131,3.7,1.0,1.96,0.1,11.12,16.69,52.97,0.565,5.53,0.181,1
Chili Powder,Brick Powder,38.085432356843235,8.09,2.61,2.4,0.34,8.62,13.47,64.2,0.627,5.34,0.231,1
Cinnamon,Corn Bran,5.703839542951501,5.24,1.57,0.89,1.04,10.82,13.98,67.05,0.369,5.24,0.294,1
Turmeric,Sawdust,26.77244532483892,6.98,1.78,2.02,0.1,10.95,13.08,64.49,0.517,5.29,0.389,1
Cumin,None,0.0,3.33,4.29,1.2,1.43,9.6,17.55,63.5,0.293,4.65,0.368,0
Ginger,Wheat Flour,42.279924445569314,3.02,4.58,2.63,0.1,9.85,13.63,57.12,0.447,5.95,0.504,1
Black Pepper,None,0.0,5.77,2.44,0.1,0.58,11.18,14.05,56.0,0.409,5.47,0.135,0
Paprika,None,0.0,3.3,2.58,0.46,0.84,9.4,18.2,77.72,0.377,5.99,0.271,0
Cumin,None,0.0,3.0,3.26,0.74,1.8,8.13,17.23,83.05,0.312,5.07,0.25,0
Paprika,None,0.0,7.31,3.29,0.79,0.95,9.99,16.47,69.2,0.304,5.24,0.35,0
Chili Powder,None,0.0,5.86,2.2,0.78,0.6,9.08,12.24,89.02,0.407,5.99,0.277,0
Cinnamon,Peanut Shell,64.11270529801794,8.7,1.31,3.5,0.1,10.28,14.73,47.24,0.602,5.79,0.463,1
Paprika,Seed Cake,9.391967000619966,7.61,2.54,1.25,0.58,10.64,12.75,61.57,0.422,4.94,0.262,1
Black Pepper,Mustard Husk,66.08416114613345,7.96,2.24,2.29,0.1,7.62,20.42,65.95,0.679,5.31,0.536,1
Paprika,Seed Cake,23.478629226241683,5.01,2.05,1.38,0.1,9.83,13.69,63.02,0.518,6.06,0.305,1
Cumin,Pecan Shell,36.717518704188365,6.27,2.65,2.05,0.1,9.0,13.3,47.66,0.44,5.3,0.569,1
Black Pepper,None,0.0,5.76,4.22,0.25,0.53,7.01,15.1,65.88,0.385,5.99,0.134,0
Cumin,None,0.0,3.0,3.05,0.56,0.36,10.56,13.09,84.73,0.291,5.9,0.19,0
Turmeric,Starch,25.30263029976816,6.54,2.61,1.5,0.22,8.05,18.26,72.02,0.471,5.15,0.319,1
Ginger,None,0.0,3.0,2.28,0.15,1.5,12.74,14.87,74.35,0.275,5.67,0.285,0
Cumin,None,0.0,5.28,5.26,0.38,2.04,8.68,12.88,69.42,0.326,5.76,0.2,0
Black Pepper,Corn Flour,60.32199754797318,4.71,2.09,2.51,0.1,9.45,12.1,55.86,0.695,5.56,0.695,1
Turmeric,None,0.0,8.49,2.18,0.83,0.12,11.08,15.87,57.7,0.398,5.17,0.168,0
Ginger,Bean Powder,28.82087299639639,4.83,2.36,1.89,0.1,12.62,12.02,58.21,0.38,5.08,0.395,1
Chili Powder,None,0.0,4.07,4.94,0.45,2.15,10.02,12.78,72.12,0.353,5.44,0.173,0
Paprika,None,0.0,3.0,1.16,0.99,1.03,11.6,17.83,68.12,0.285,5.32,0.253,0
Cumin,Pecan Shell,39.061924388300085,4.21,1.05,2.17,0.1,10.2,11.97,71.91,0.629,5.85,0.446,1
Black Pepper,None,0.0,5.78,3.2,0.32,1.07,10.88,17.56,77.22,0.372,5.72,0.166,0
Cumin,Pecan Shell,37.446530277182596,6.2,1.28,2.59,0.1,7.37,17.29,47.94,0.632,5.16,0.372,1
Paprika,None,0.0,4.8,3.05,0.74,0.22,6.82,15.29,77.74,0.335,5.54,0.334,0
Cumin,None,0.0,5.31,2.73,0.3,1.84,13.07,17.12,77.76,0.321,5.36,0.136,0
Chili Powder,None,0.0,3.01,4.26,0.12,1.23,11.52,13.09,73.79,0.357,4.7,0.086,0
Cinnamon,None,0.0,5.09,4.14,0.3,0.94,10.97,18.11,61.45,0.392,5.4,0.284,0
Chili Powder,None,0.0,8.04,2.21,0.2,1.2,9.71,16.85,71.3,0.317,5.33,0.059,0
Black Pepper,Capsicum,63.25083481652056,10.49,1.26,3.56,0.1,10.88,14.96,59.61,0.729,5.58,0.731,1
Cumin,None,0.0,3.56,2.44,0.45,0.59,10.65,11.92,67.32,0.397,5.25,0.157,0
Ginger,Corn Starch,60.4481848542778,5.31,2.24,3.16,0.1,5.29,17.36,58.38,0.594,5.69,0.768,1
Cumin,None,0.0,5.02,1.5,0.64,0.95,9.68,14.35,54.52,0.269,5.61,0.387,0
Turmeric,None,0.0,4.7,3.37,1.0,0.13,11.29,18.38,69.96,0.444,5.11,0.262,0
Turmeric,None,0.0,4.82,3.36,0.1,0.75,10.57,13.2,56.1,0.304,4.87,0.357,0
Cumin,Small Broken Rice,53.09101578865447,6.93,3.29,3.24,0.1,9.32,13.79,51.99,0.709,5.12,0.703,1
Ginger,None,0.0,7.01,2.03,1.11,0.62,11.38,14.15,71.3,0.355,5.3,0.05,0
Cumin,Grass Seeds,16.429123555520114,8.05,1.8,1.01,1.13,8.26,15.21,51.6,0.398,5.13,0.349,1
Chili Powder,None,0.0,5.08,2.32,0.34,1.18,7.8,16.12,82.32,0.391,4.86,0.304,0
Paprika,Annatto,22.125990877493745,5.08,1.24,1.6,0.28,6.52,14.95,71.48,0.526,5.54,0.244,1
Cinnamon,None,0.0,5.38,1.15,0.36,0.68,8.66,19.86,75.98,0.393,5.47,0.078,0
Chili Powder,None,0.0,5.95,2.16,0.12,1.08,7.45,14.28,64.44,0.381,5.82,0.05,0
Cinnamon,None,0.0,6.77,2.96,0.54,0.4,11.28,15.53,55.39,0.32,5.08,0.352,0
Black Pepper,Mustard Husk,28.188216287984144,6.32,2.29,1.63,0.1,9.91,17.73,46.55,0.442,5.09,0.408,1
Cinnamon,None,0.0,3.54,4.63,0.47,1.63,11.34,13.37,72.4,0.317,5.67,0.05,0
Ginger,None,0.0,4.5,3.42,0.78,1.01,10.14,18.37,76.36,0.342,5.54,0.193,0
Cinnamon,Coffee Bran,38.1900294930505,5.43,1.0,2.26,0.1,9.48,16.99,78.92,0.598,5.14,0.626,1
Turmeric,Chalk Powder,16.902942917630174,7.35,1.51,0.75,0.48,10.59,13.46,75.6,0.452,5.35,0.121,1
Ginger,Rice Powder,39.17442322846957,6.29,1.95,2.03,0.1,11.55,17.07,63.4,0.571,5.68,0.31,1
Cumin,Pecan Shell,54.68499489886679,5.39,2.09,3.11,0.1,12.15,15.29,63.93,0.603,5.59,0.69,1
Cinnamon,Peanut Shell,65.98761729775107,5.89,1.27,2.56,0.1,11.96,12.97,38.06,0.735,5.54,0.455,1
Ginger,Corn Starch,20.900435083755163,3.74,1.73,1.62,0.66,9.79,14.32,75.96,0.436,5.02,0.385,1
Black Pepper,None,0.0,3.0,1.21,0.83,0.86,9.67,11.83,73.58,0.296,5.46,0.169,0
Paprika,Seed Cake,41.23306139238452,8.57,2.45,1.93,0.1,11.18,13.22,40.84,0.448,5.83,0.524,1
Paprika,None,0.0,5.91,4.94,0.66,0.98,9.93,14.89,55.77,0.375,5.01,0.31,0
Cumin,None,0.0,4.78,3.32,0.1,0.44,8.86,12.08,62.56,0.327,5.41,0.266,0
Cinnamon,None,0.0,3.97,2.9,0.57,0.99,8.91,17.48,76.24,0.349,6.15,0.338,0
Paprika,None,0.0,6.41,2.83,0.1,0.55,10.99,20.73,80.1,0.344,5.74,0.227,0
Cumin,None,0.0,4.27,2.67,0.67,0.1,11.67,15.34,73.17,0.483,6.08,0.137,0
Ginger,Bean Powder,52.43978592066943,5.13,1.0,2.96,0.1,12.05,13.83,67.72,0.693,5.74,0.592,1
Cumin,None,0.0,6.53,5.33,0.63,1.28,10.25,16.26,63.59,0.295,5.53,0.351,0
Cumin,None,0.0,3.71,2.57,0.77,0.1,9.54,12.43,73.32,0.335,5.78,0.084,0
Chili Powder,Talc,19.08833226252053,5.13,2.38,1.2,0.1,11.25,17.21,73.39,0.521,5.09,0.221,1
Black Pepper,None,0.0,6.64,3.36,0.88,0.77,10.1,13.35,70.15,0.422,5.12,0.05,0
Chili Powder,None,0.0,3.99,1.89,0.6,0.94,11.96,17.54,57.6,0.327,5.13,0.05,0
Paprika,None,0.0,4.34,4.41,0.11,1.41,7.49,12.83,69.77,0.386,5.5,0.322,0
Turmeric,None,0.0,5.34,3.65,0.16,1.01,9.64,14.72,68.38,0.322,5.97,0.05,0
Chili Powder,Talc,25.840012644067134,4.84,2.16,1.33,0.9,10.08,16.47,61.42,0.488,5.35,0.378,1
Chili Powder,Brick Powder,65.87350420216023,7.19,1.0,3.62,0.1,10.95,17.05,69.54,0.631,6.38,0.65,1
Cinnamon,None,0.0,4.57,3.64,0.64,0.87,10.35,14.57,71.1,0.375,5.69,0.353,0
Cumin,None,0.0,5.11,2.66,0.23,1.34,10.67,19.05,54.3,0.418,5.38,0.052,0
Cumin,None,0.0,5.39,4.39,0.1,0.77,8.12,10.87,68.13,0.35,5.9,0.088,0
Cinnamon,None,0.0,3.0,1.61,0.36,1.18,7.95,13.27,69.3,0.308,5.17,0.327,0
Turmeric,None,0.0,5.09,4.19,0.1,0.4,11.85,15.58,54.18,0.37,5.02,0.268,0
Cinnamon,None,0.0,3.0,3.74,0.45,1.7,10.04,18.58,66.48,0.414,5.83,0.117,0
Turmeric,Chalk Powder,47.41127786881181,5.98,1.0,2.09,0.1,7.5,14.77,55.91,0.641,5.14,0.348,1
Ginger,None,0.0,3.32,3.22,0.1,1.06,8.65,10.5,73.85,0.399,4.86,0.254,0
Black Pepper,Papaya Seeds,13.305596956181635,7.16,2.53,0.92,0.56,13.07,17.07,55.68,0.512,4.9,0.248,1
Paprika,None,0.0,4.95,2.43,0.39,0.99,13.28,12.75,67.07,0.32,5.55,0.385,0
Ginger,None,0.0,4.19,3.75,0.1,0.97,10.24,14.8,78.54,0.366,6.0,0.284,0
Cinnamon,None,0.0,6.27,4.01,0.43,0.25,10.61,18.69,73.25,0.357,5.45,0.172,0
Black Pepper,Mustard Husk,16.730878399832207,3.0,2.8,1.33,0.76,8.69,15.82,58.07,0.479,4.89,0.315,1
Paprika,Potato,10.38862766806391,5.99,2.65,0.94,0.5,10.77,14.6,58.02,0.368,5.7,0.391,1
Ginger,Corn Starch,33.09345531701601,3.0,1.3,2.08,0.1,8.78,14.88,58.87,0.504,5.5,0.392,1
Chili Powder,None,0.0,6.82,3.46,0.56,0.1,9.77,11.13,52.85,0.317,4.91,0.112,0
Chili Powder,Sudan Red Dye,33.08423409381609,5.03,2.18,1.83,0.53,7.37,13.4,88.14,0.544,5.12,0.377,1
Paprika,None,0.0,3.0,2.15,0.57,0.74,9.4,9.47,77.9,0.412,5.7,0.17,0
Ginger,None,0.0,6.68,2.6,0.24,1.45,8.62,15.03,68.15,0.382,5.74,0.069,0
Cinnamon,Hazelnut,5.786025162390531,7.52,1.0,0.55,0.78,10.17,11.67,67.35,0.394,5.57,0.261,1
Turmeric,Starch,8.94909275084872,5.35,2.03,0.99,0.1,11.59,14.98,70.8,0.313,5.33,0.439,1
Turmeric,Chalk Powder,34.41770226861423,4.95,2.91,2.07,0.1,9.45,13.89,59.76,0.499,5.91,0.448,1
Paprika,Seed Cake,46.633419800135194,3.59,3.35,2.16,0.1,7.82,14.6,71.3,0.588,5.66,0.461,1
Ginger,Corn Starch,60.32348683292273,3.68,1.87,3.25,0.1,10.12,16.51,52.58,0.642,5.71,0.63,1
Cumin,None,0.0,3.0,3.6,0.47,1.18,9.2,15.91,73.25,0.293,5.76,0.364,0
Paprika,None,0.0,8.23,3.44,0.53,1.92,11.8,14.93,64.5,0.332,5.04,0.241,0
Black Pepper,Capsicum,35.95048839082452,7.09,3.88,1.86,0.1,11.95,14.56,64.09,0.531,5.94,0.531,1
Turmeric,Metanil Yellow,64.1033742756363,4.89,1.54,2.75,0.1,7.67,17.3,49.26,0.763,5.8,0.61,1
Chili Powder,Sawdust,34.113447513999134,5.97,2.61,1.74,0.1,8.98,18.05,67.77,0.619,5.67,0.265,1
Cumin,None,0.0,3.8,2.79,0.41,0.97,9.71,18.17,87.99,0.348,5.68,0.05,0
Black Pepper,Capsicum,35.676980385981224,6.95,3.7,1.73,0.1,9.97,9.78,54.41,0.484,5.33,0.398,1
Ginger,None,0.0,5.07,3.34,0.51,1.6,11.3,18.43,71.52,0.294,5.64,0.125,0
Paprika,Pedicel,55.664387923228716,6.75,1.0,2.38,0.1,9.12,14.74,70.75,0.682,5.62,0.569,1
Chili Powder,None,0.0,5.74,1.16,1.25,1.68,9.05,13.88,77.97,0.34,5.29,0.21,0
Turmeric,None,0.0,6.88,2.51,0.1,1.52,8.46,12.12,53.06,0.369,5.54,0.088,0
Cumin,None,0.0,3.0,2.26,0.43,1.15,8.35,13.78,65.42,0.301,6.07,0.05,0
Black Pepper,None,0.0,6.72,4.65,0.18,1.0,9.79,14.77,75.29,0.298,5.36,0.093,0
Chili Powder,None,0.0,6.86,3.5,0.86,0.87,11.99,16.32,62.66,0.39,5.83,0.206,0
Paprika,None,0.0,5.21,3.01,0.4,0.7,9.1,17.53,73.5,0.34,5.19,0.09,0
Paprika,None,0.0,5.16,2.98,0.27,0.74,11.47,14.22,69.54,0.351,4.93,0.183,0
Paprika,Potato,9.757688735694053,4.19,1.66,0.86,0.1,11.19,18.82,64.78,0.349,5.45,0.26,1
Chili Powder,None,0.0,4.24,3.85,0.77,0.59,10.15,16.8,60.6,0.372,5.59,0.05,0
Paprika,None,0.0,4.75,1.57,0.61,0.83,9.53,13.86,82.61,0.253,5.92,0.238,0
Cumin,Walnut Shell,44.38186184195619,6.97,3.45,2.6,0.1,9.33,13.09,77.65,0.585,5.48,0.438,1
Ginger,None,0.0,7.07,4.47,1.25,0.9,5.0,17.17,59.34,0.457,5.52,0.37,0
Chili Powder,None,0.0,4.26,3.6,0.86,0.86,9.67,14.8,57.92,0.358,5.17,0.235,0
Turmeric,None,0.0,3.0,2.71,0.6,0.71,7.7,14.45,74.77,0.354,6.27,0.05,0
Black Pepper,None,0.0,3.68,2.42,0.29,0.48,11.03,18.64,64.09,0.397,5.72,0.143,0
Cinnamon,Walnut Shell,36.729029973187146,6.28,3.51,2.2,0.1,9.91,13.95,70.05,0.563,5.61,0.373,1
Ginger,None,0.0,5.07,2.01,0.71,1.95,11.86,11.34,66.65,0.387,5.8,0.152,0
Chili Powder,None,0.0,7.0,1.93,1.1,0.43,9.24,18.23,58.92,0.34,6.03,0.1,0
Cinnamon,None,0.0,6.31,2.75,0.34,0.83,7.22,15.48,73.11,0.358,5.78,0.165,0
Turmeric,None,0.0,5.09,2.24,0.63,0.9,11.48,22.5,70.67,0.299,5.44,0.16,0
Black Pepper,None,0.0,3.0,3.6,0.98,0.8,12.96,17.3,60.13,0.344,5.39,0.401,0
Chili Powder,None,0.0,3.48,2.0,0.99,0.78,5.2,8.81,61.63,0.304,5.67,0.251,0
Paprika,Acacia Gum,43.89536233401011,7.75,2.75,2.48,0.1,11.98,14.77,60.95,0.489,6.17,0.727,1
Paprika,Pedicel,43.66978376392441,7.45,4.58,1.91,0.1,7.47,18.83,47.68,0.5,6.14,0.408,1
Chili Powder,None,0.0,5.22,2.34,0.94,1.59,8.01,15.88,72.66,0.328,4.95,0.157,0
Paprika,Potato,38.163212744180825,4.74,1.0,2.09,0.1,10.02,17.49,47.65,0.509,5.65,0.662,1
Paprika,None,0.0,5.09,5.37,0.1,0.25,9.66,13.1,60.44,0.282,5.22,0.349,0
Chili Powder,None,0.0,6.27,3.5,0.48,1.29,9.25,15.09,74.49,0.344,5.01,0.473,0
Chili Powder,Talc,58.02982886916043,6.71,1.0,2.71,0.1,8.54,12.48,65.4,0.626,5.67,0.668,1
Ginger,None,0.0,7.08,2.55,0.58,1.6,12.4,9.93,64.42,0.291,5.26,0.155,0
Ginger,None,0.0,5.99,1.81,0.39,0.75,8.44,15.12,67.95,0.36,5.28,0.149,0
Turmeric,None,0.0,3.39,2.9,0.4,1.53,8.58,14.46,51.15,0.396,5.54,0.226,0
Cumin,None,0.0,5.71,2.92,0.37,1.21,10.26,16.98,73.29,0.384,5.28,0.221,0
Ginger,None,0.0,5.3,2.81,0.4,1.11,10.23,12.59,67.44,0.333,5.63,0.1,0
Chili Powder,Brick Powder,45.189857263600935,3.0,1.9,2.37,0.1,6.66,17.01,45.58,0.621,5.2,0.58,1
Turmeric,None,0.0,7.26,1.27,0.64,0.47,7.22,12.53,75.07,0.299,5.82,0.058,0
Paprika,Acacia Gum,51.94258976528629,5.43,1.0,2.47,0.1,11.2,14.99,62.2,0.694,5.4,0.571,1
Chili Powder,Talc,44.70792800919732,7.7,1.46,2.83,0.1,8.68,13.41,43.37,0.705,6.02,0.498,1
Cumin,None,0.0,6.12,3.59,0.37,1.05,10.24,15.49,64.25,0.427,6.27,0.255,0
Black Pepper,None,0.0,4.87,4.05,0.81,0.81,5.65,20.18,72.6,0.36,5.07,0.05,0
Cinnamon,Coffee Bran,21.188191879325622,7.79,3.17,1.57,0.26,12.58,18.94,65.87,0.359,5.83,0.435,1
Cumin,None,0.0,4.91,4.64,0.2,0.3,9.52,15.83,67.12,0.39,6.02,0.104,0
Turmeric,Sawdust,12.466724074151811,4.44,3.81,1.31,1.26,11.23,16.68,73.73,0.341,5.47,0.398,1
Black Pepper,None,0.0,7.1,2.87,0.68,1.11,8.09,19.43,72.99,0.237,5.85,0.321,0
Turmeric,Starch,18.17927965114741,3.61,2.7,0.88,0.1,11.16,17.92,61.79,0.425,5.44,0.204,1
Chili Powder,None,0.0,5.17,1.36,0.34,1.38,9.08,18.41,59.46,0.386,5.13,0.272,0
Turmeric,Lead Chromate,34.697959291724516,5.96,2.37,1.9,0.1,11.68,14.26,71.92,0.639,6.0,0.413,1
Chili Powder,None,0.0,4.6,2.34,0.77,1.65,11.26,17.01,80.16,0.387,5.73,0.14,0
Turmeric,None,0.0,4.64,1.16,0.98,1.6,6.65,12.63,80.49,0.34,5.66,0.259,0
Paprika,None,0.0,5.51,1.62,1.05,0.53,7.77,17.42,76.55,0.424,5.15,0.332,0
Chili Powder,None,0.0,5.32,3.86,0.9,1.61,9.34,18.42,82.11,0.307,5.25,0.164,0
Paprika,None,0.0,5.57,2.75,0.83,0.82,5.79,9.58,80.84,0.345,5.79,0.422,0
Black Pepper,Papaya Seeds,55.75880970062139,7.76,1.0,2.57,0.1,10.04,12.28,55.99,0.533,5.59,0.545,1
Cumin,Pecan Shell,43.20364512852,4.65,1.25,2.84,0.1,8.76,16.1,53.95,0.617,5.55,0.584,1
Chili Powder,Brick Powder,22.931560908782043,3.84,2.29,1.45,0.28,10.46,14.04,67.9,0.449,4.95,0.255,1
Ginger,Corn Starch,16.032236974972015,5.83,2.92,1.03,0.1,11.36,15.44,57.33,0.466,5.15,0.172,1
Ginger,None,0.0,7.19,2.84,0.57,1.01,6.77,17.43,59.34,0.281,5.76,0.23,0
Chili Powder,None,0.0,3.95,1.04,0.52,1.56,9.16,9.42,78.23,0.25,5.86,0.147,0
Cumin,Grass Seeds,44.54872123998409,5.52,1.0,1.99,0.1,8.85,12.24,48.53,0.645,5.75,0.553,1
Ginger,None,0.0,4.99,2.04,0.61,0.1,13.36,16.59,84.87,0.35,5.71,0.162,0
Paprika,Acacia Gum,62.537464085227754,8.89,1.39,2.64,0.1,12.14,14.06,56.88,0.627,6.21,0.827,1
Turmeric,None,0.0,5.57,2.61,0.35,1.52,9.53,14.96,67.93,0.341,5.68,0.06,0
Paprika,Seed Cake,48.05664040293044,5.7,1.0,2.34,0.1,11.67,15.6,63.85,0.55,5.49,0.59,1
